All transcripts| 4507 entries on 5 pages. Showing entries 1 - 4507.
ID	Chr	Gene ID	Name	NCBI ID	NCBI Protein ID	Variants
00000329	16	TK2	transcript variant 3	NM_001172644.1	NP_001166115.1	119
00000330	16	TK2	transcript variant 4	NM_001172645.1	NP_001166116.1	119
00000331	16	TK2	transcript variant 1	NM_004614.4	NP_004605.4	125
00000332	16	TK2	transcript variant 2	NM_001172643.1	NP_001166114.1	119
00000333	11	TMEM126A	transmembrane protein 126A	NM_032273.3	NP_115649.1	1
00000334	8	TMEM70	transcript variant 2	NM_001040613.2	NP_001035703.1	63
00000335	8	TMEM70	transcript variant 3	NR_033334.1	-	63
00000336	8	TMEM70	transcript variant 1	NM_017866.5	NP_060336.3	63
00000337	7	TPK1	transcript variant X1	XM_005249970.1	XP_005250027.1	0
00000338	7	TPK1	transcript variant 2	NM_001042482.1	NP_001035947.1	0
00000339	7	TPK1	transcript variant 1	NM_022445.3	NP_071890.2	0
00000340	7	TPK1	transcript variant X7	XR_242180.1	-	0
00000341	7	TPK1	transcript variant X2	XM_005249971.1	XP_005250028.1	0
00000342	7	TPK1	transcript variant X6	XM_005249975.1	XP_005250032.1	0
00000343	7	TPK1	transcript variant X4	XM_005249973.1	XP_005250030.1	0
00000344	7	TPK1	transcript variant X5	XM_005249974.1	XP_005250031.1	0
00000345	7	TPK1	transcript variant X3	XM_005249972.1	XP_005250029.1	0
00000346	22	TRMU	transcript variant 1	NM_018006.4	NP_060476.2	71
00000347	12	TSFM	transcript variant 4	NM_001172697.1	NP_001166168.1	34
00000348	12	TSFM	transcript variant 1	NM_001172696.1	NP_001166167.1	34
00000349	12	TSFM	transcript variant 2	NM_005726.5	NP_005717.3	34
00000350	12	TSFM	transcript variant 3	NM_001172695.1	NP_001166166.1	34
00000351	17	TTC19	transcript variant 2	NR_037985.1	-	71
00000352	17	TTC19	transcript variant 1	NM_017775.3	NP_060245.2	71
00000353	16	TUFM	Tu translation elongation factor, mitochondrial	NM_003321.4	NP_003312.3	40
00000354	22	TYMP	transcript variant 2	NM_001953.3	NP_001944.1	127
00000355	22	TYMP	transcript variant 1	NM_001113755.1	NP_001107227.1	127
00000356	22	TYMP	transcript variant 3	NM_001113756.1	NP_001107228.1	127
00000357	8	UQCRB	transcript variant 1	NM_006294.4	NP_006285.1	1
00000358	8	UQCRB	transcript variant 3	NM_001254752.1	NP_001241681.1	1
00000359	8	UQCRB	transcript variant 4	NR_045639.1	-	1
00000360	8	UQCRB	transcript variant 2	NM_001199975.2	NP_001186904.1	1
00000361	5	UQCRQ	ubiquinol-cytochrome c reductase, complex III subunit VII, 9.5kDa	NM_014402.4	NP_055217.2	31
00000362	4	WFS1	transcript variant 1	NM_006005.3	NP_005996.2	18
00000363	4	WFS1	transcript variant 2	NM_001145853.1	NP_001139325.1	18
00000364	12	YARS2	transcript variant X3	XR_242892.1	-	65
00000365	12	YARS2	transcript variant X2	XR_242891.1	-	58
00000366	12	YARS2	transcript variant X1	XM_005253381.1	XP_005253438.1	58
00000367	12	YARS2	tyrosyl-tRNA synthetase 2, mitochondrial	NM_001040436.2	NP_001035526.1	58
00000368	7	AASS	aminoadipate-semialdehyde synthase	NM_005763.3	NP_005754.2	0
00000369	16	ABAT	transcript variant 1	NM_020686.5	NP_065737.2	0
00000370	16	ABAT	transcript variant 2	NM_000663.4	NP_000654.2	0
00000371	16	ABAT	transcript variant 3	NM_001127448.1	NP_001120920.1	0
00000372	X	ABCD1	ATP-binding cassette, sub-family D (ALD), member 1	NM_000033.3	NP_000024.2	0
00000373	3	ABHD5	abhydrolase domain containing 5	NM_016006.4	NP_057090.2	0
00000374	11	ACAD8	transcript variant X2	XM_005271502.1	XP_005271559.1	0
00000375	11	ACAD8	transcript variant X1	XM_005271501.1	XP_005271558.1	0
00000376	11	ACAD8	transcript variant X3	XM_005271503.1	XP_005271560.1	0
00000377	11	ACAD8	transcript variant X6	XR_246419.1	-	0
00000378	11	ACAD8	transcript variant X5	XM_005271505.1	XP_005271562.1	0
00000379	11	ACAD8	acyl-CoA dehydrogenase family, member 8	NM_014384.2	NP_055199.1	0
00000380	11	ACAD8	transcript variant X4	XM_005271504.1	XP_005271561.1	0
00000381	2	ACADL	transcript variant X1	XM_005246517.1	XP_005246574.1	24
00000382	2	ACADL	acyl-CoA dehydrogenase, long chain	NM_001608.3	NP_001599.1	24
00000383	1	ACADM	transcript variant 3	NM_001127328.1	NP_001120800.1	217
00000384	1	ACADM	transcript variant 1	NM_000016.4	NP_000007.1	217
00000385	12	ACADS	transcript variant X1	XM_005253878.1	XP_005253935.1	147
00000386	12	ACADS	acyl-CoA dehydrogenase, C-2 to C-3 short chain	NM_000017.2	NP_000008.1	147
00000387	10	ACADSB	acyl-CoA dehydrogenase, short/branched chain	NM_001609.3	NP_001600.1	0
00000388	17	ACADVL	transcript variant 3	NM_001270447.1	NP_001257376.1	361
00000389	17	ACADVL	transcript variant 4	NM_001270448.1	NP_001257377.1	361
00000390	17	ACADVL	transcript variant 1	NM_000018.3	NP_000009.1	366
00000391	17	ACADVL	transcript variant 2	NM_001033859.2	NP_001029031.1	361
00000392	11	ACAT1	acetyl-CoA acetyltransferase 1	NM_000019.3	NP_000010.1	95
00000393	16	ACSF3	transcript variant 4	NM_001243279.1	NP_001230208.1	0
00000394	16	ACSF3	transcript variant 2	NM_001127214.2	NP_001120686.1	0
00000395	16	ACSF3	transcript variant 5	NR_045666.1	-	0
00000396	16	ACSF3	transcript variant 1	NM_174917.3	NP_777577.2	0
00000397	16	ACSF3	transcript variant 3	NR_023316.2	-	0
00000398	16	ACSF3	transcript variant 6	NR_045667.1	-	0
00000399	X	ACSL4	transcript variant 1	NM_004458.2	NP_004449.1	0
00000400	X	ACSL4	transcript variant 2	NM_022977.2	NP_075266.1	0
00000401	5	ACSL6	transcript variant 5	NM_001205250.1	NP_001192179.1	0
00000402	5	ACSL6	transcript variant 6	NM_001205251.1	NP_001192180.1	0
00000403	5	ACSL6	transcript variant 4	NM_001205248.1	NP_001192177.1	0
00000404	5	ACSL6	transcript variant 3	NM_001205247.1	NP_001192176.1	0
00000405	5	ACSL6	transcript variant 1	NM_015256.3	NP_056071.2	0
00000406	5	ACSL6	transcript variant 2	NM_001009185.2	NP_001009185.1	0
00000407	1	ADCK3	transcript variant X2	XM_005273202.1	XP_005273259.1	107
00000408	1	ADCK3	aarF domain containing kinase 3	NM_020247.4	NP_064632.2	107
00000409	1	ADCK3	transcript variant X7	XM_005273207.1	XP_005273264.1	107
00000410	1	ADCK3	transcript variant X5	XM_005273205.1	XP_005273262.1	107
00000411	1	ADCK3	transcript variant X4	XM_005273204.1	XP_005273261.1	107
00000412	1	ADCK3	transcript variant X3	XM_005273203.1	XP_005273260.1	107
00000413	1	ADCK3	transcript variant X6	XM_005273206.1	XP_005273263.1	107
00000414	1	ADCK3	transcript variant X1	XM_005273201.1	XP_005273258.1	107
00000415	2	AGXT	alanine-glyoxylate aminotransferase	NM_000030.2	NP_000021.1	0
00000416	10	AIFM2	transcript variant 2	NM_032797.5	NP_116186.1	0
00000417	10	AIFM2	transcript variant 1	NM_001198696.1	NP_001185625.1	0
00000418	10	AIFM2	transcript variant X5	XM_005270250.1	XP_005270307.1	0
00000419	10	AIFM2	transcript variant X2	XM_005270247.1	XP_005270304.1	0
00000420	10	AIFM2	transcript variant X4	XM_005270249.1	XP_005270306.1	0
00000421	10	AIFM2	transcript variant X3	XM_005270248.1	XP_005270305.1	0
00000422	10	AIFM2	transcript variant X1	XM_005270246.1	XP_005270303.1	0
00000423	1	AK2	transcript variant 3	NM_001199199.1	NP_001186128.1	34
00000424	1	AK2	transcript variant 2	NM_013411.4	NP_037543.1	34
00000425	1	AK2	transcript variant 4	NR_037591.1	-	34
00000426	1	AK2	transcript variant 1	NM_001625.3	NP_001616.1	34
00000427	1	AK2	transcript variant 5	NR_037592.1	-	34
00000428	7	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase), transcript variant 1	NM_005989.3	NP_005980.1	0
00000429	7	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase), transcript variant 3	NM_001190907.1	NP_001177836.1	0
00000430	7	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase), transcript variant 2	NM_001190906.1	NP_001177835.1	0
00000431	10	ALDH18A1	transcript variant 2	NM_001017423.1	NP_001017423.1	0
00000432	10	ALDH18A1	transcript variant 1	NM_002860.3	NP_002851.2	0
00000433	10	ALDH18A1	transcript variant X2	XM_005270012.1	XP_005270069.1	0
00000434	10	ALDH18A1	transcript variant X1	XM_005270011.1	XP_005270068.1	0
00000435	12	ALDH2	transcript variant 1	NM_000690.3	NP_000681.2	4
00000436	12	ALDH2	transcript variant 2	NM_001204889.1	NP_001191818.1	4
00000437	1	ALDH4A1	transcript variant P5CDhS	NM_170726.2	NP_733844.1	0
00000438	1	ALDH4A1	transcript variant P5CDhL	NM_003748.3	NP_003739.2	0
00000439	1	ALDH4A1	transcript variant 3	NM_001161504.1	NP_001154976.1	0
00000440	6	ALDH5A1	transcript variant 1	NM_170740.1	NP_733936.1	0
00000441	6	ALDH5A1	transcript variant 2	NM_001080.3	NP_001071.1	0
00000442	14	ALDH6A1	transcript variant 2	NM_001278593.1	NP_001265522.1	0
00000443	14	ALDH6A1	transcript variant 1	NM_005589.3	NP_005580.1	0
00000444	14	ALDH6A1	transcript variant 3	NM_001278594.1	NP_001265523.1	0
00000445	14	ALDH6A1	transcript variant X1	XM_005267686.1	XP_005267743.1	0
00000446	16	ALG1	asparagine-linked glycosylation 1, beta-1,4-mannosyltransferase homolog (S. cerevisiae)	NM_019109.4	NP_061982.3	0
00000447	22	ALG12	asparagine-linked glycosylation 12, alpha-1,6-mannosyltransferase homolog (S. cerevisiae)	NM_024105.3	NP_077010.1	0
00000448	9	ALG2	asparagine-linked glycosylation 2, alpha-1,3-mannosyltransferase homolog (S. cerevisiae), transcript variant 1	NM_033087.3	NP_149078.1	0
00000449	9	ALG2	asparagine-linked glycosylation 2, alpha-1,3-mannosyltransferase homolog (S. cerevisiae), transcript variant 2	NR_024532.1	-	0
00000450	3	ALG3	asparagine-linked glycosylation 3, alpha-1,3- mannosyltransferase homolog (S. cerevisiae), transcript variant 4	NM_001006941.2	NP_001006942.1	0
00000451	3	ALG3	asparagine-linked glycosylation 3, alpha-1,3- mannosyltransferase homolog (S. cerevisiae), transcript variant 2	NR_024534.1	-	0
00000452	3	ALG3	asparagine-linked glycosylation 3, alpha-1,3- mannosyltransferase homolog (S. cerevisiae), transcript variant 5	NR_024533.1	-	0
00000453	3	ALG3	asparagine-linked glycosylation 3, alpha-1,3- mannosyltransferase homolog (S. cerevisiae), transcript variant 1	NM_005787.5	NP_005778.1	0
00000454	1	ALG6	asparagine-linked glycosylation 6, alpha-1,3-glucosyltransferase homolog (S. cerevisiae)	NM_013339.3	NP_037471.2	0
00000455	11	ALG8	asparagine-linked glycosylation 8, alpha-1,3-glucosyltransferase homolog (S. cerevisiae), transcript variant 1	NM_024079.4	NP_076984.2	0
00000456	11	ALG8	asparagine-linked glycosylation 8, alpha-1,3-glucosyltransferase homolog (S. cerevisiae), transcript variant 2	NM_001007027.2	NP_001007028.1	0
00000457	11	ALG9	asparagine-linked glycosylation 9, alpha-1,2-mannosyltransferase homolog (S. cerevisiae), transcript variant 2	NM_001077690.1	NP_001071158.1	0
00000458	11	ALG9	asparagine-linked glycosylation 9, alpha-1,2-mannosyltransferase homolog (S. cerevisiae), transcript variant 1	NM_024740.2	NP_079016.2	0
00000459	11	ALG9	asparagine-linked glycosylation 9, alpha-1,2-mannosyltransferase homolog (S. cerevisiae), transcript variant 4	NM_001077692.1	NP_001071160.1	0
00000460	11	ALG9	asparagine-linked glycosylation 9, alpha-1,2-mannosyltransferase homolog (S. cerevisiae), transcript variant 3	NM_001077691.1	NP_001071159.1	0
00000461	5	AMACR	transcript variant 2	NM_203382.2	NP_976316.1	1
00000462	5	AMACR	transcript variant 3	NM_001167595.1	NP_001161067.1	1
00000463	5	AMACR	transcript variant 1	NM_014324.5	NP_055139.4	1
00000464	3	AMT	transcript variant 3	NM_001164711.1	NP_001158183.1	102
00000465	3	AMT	transcript variant 5	NR_028435.1	-	102
00000466	3	AMT	transcript variant 2	NM_001164710.1	NP_001158182.1	102
00000467	3	AMT	transcript variant 4	NM_001164712.1	NP_001158184.1	102
00000468	3	AMT	transcript variant 1	NM_000481.3	NP_000472.2	102
00000469	X	APEX2	transcript variant 1	NM_014481.3	NP_055296.2	0
00000470	X	APEX2	transcript variant 2	NM_001271748.1	NP_001258677.1	0
00000471	6	ARG1	arginase, liver, transcript variant 1	NM_001244438.1	NP_001231367.1	0
00000472	6	ARG1	arginase, liver, transcript variant 2	NM_000045.3	NP_000036.2	0
00000473	7	ASL	transcript variant 2	NM_000048.3	NP_000039.2	0
00000474	7	ASL	transcript variant 1	NM_001024943.1	NP_001020114.1	0
00000475	7	ASL	transcript variant 3	NM_001024944.1	NP_001020115.1	0
00000476	7	ASL	transcript variant 4	NM_001024946.1	NP_001020117.1	0
00000477	9	ASS1	transcript variant 1	NM_000050.4	NP_000041.2	15
00000478	9	ASS1	transcript variant 2	NM_054012.3	NP_446464.1	15
00000479	14	ATL1	transcript variant 3	NM_001127713.1	NP_001121185.1	0
00000480	14	ATL1	transcript variant 1	NM_015915.4	NP_056999.2	0
00000481	14	ATL1	transcript variant 2	NM_181598.3	NP_853629.2	0
00000482	11	ATM	ataxia telangiectasia mutated	NM_000051.3	NP_000042.3	0
00000483	11	ATM	transcript variant X2	XM_005271562.1	XP_005271619.1	0
00000484	11	ATM	transcript variant X1	XM_005271561.1	XP_005271618.1	0
00000485	11	ATM	transcript variant X3	XM_005271563.1	XP_005271620.1	0
00000486	11	ATM	transcript variant X4	XM_005271564.1	XP_005271621.1	0
00000487	12	ATP5B	ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide	NM_001686.3	NP_001677.2	0
00000488	10	ATP5C1	transcript variant 1	NM_001001973.1	NP_001001973.1	0
00000489	10	ATP5C1	transcript variant 2	NM_005174.2	NP_005165.1	0
00000490	19	ATP5D	transcript variant 1	NM_001687.4	NP_001678.1	2
00000491	19	ATP5D	transcript variant 2	NM_001001975.1	NP_001001975.1	2
00000492	1	ATP5F1	transcript variant X1	XM_005270929.1	XP_005270986.1	0
00000493	1	ATP5F1	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1	NM_001688.4	NP_001679.2	0
00000494	17	ATP5G1	transcript variant 1	NM_005175.2	NP_005166.1	0
00000495	17	ATP5G1	transcript variant 2	NM_001002027.1	NP_001002027.1	0
00000496	12	ATP5G2	transcript variant 1	NM_001002031.2	NP_001002031.1	0
00000497	12	ATP5G2	transcript variant 2	NM_005176.5	NP_005167.2	0
00000498	2	ATP5G3	transcript variant 2	NM_001689.4	NP_001680.1	0
00000499	2	ATP5G3	transcript variant 4	NM_001190329.1	NP_001177258.1	0
00000500	2	ATP5G3	transcript variant 3	NM_001002258.4	NP_001002258.1	0
00000501	17	ATP5H	transcript variant 2	NM_001003785.1	NP_001003785.1	0
00000502	17	ATP5H	transcript variant 1	NM_006356.2	NP_006347.1	0
00000503	4	ATP5I	transcript variant 2	NR_033743.1	-	0
00000504	4	ATP5I	transcript variant 1	NM_007100.3	NP_009031.1	0
00000505	21	ATP5J	transcript variant 4	NM_001003697.1	NP_001003697.1	0
00000506	21	ATP5J	transcript variant 3	NM_001003696.1	NP_001003696.1	0
00000507	21	ATP5J	transcript variant 2	NM_001685.4	NP_001676.2	0
00000508	21	ATP5J	transcript variant 5	NM_001003701.1	NP_001003701.1	0
00000509	21	ATP5J	transcript variant 1	NM_001003703.1	NP_001003703.1	0
00000510	7	ATP5J2	transcript variant 4	NM_001039178.2	NP_001034267.1	0
00000511	7	ATP5J2	transcript variant 2	NM_001003713.2	NP_001003713.1	0
00000512	7	ATP5J2	transcript variant 3	NM_001003714.2	NP_001003714.1	0
00000513	7	ATP5J2	transcript variant 1	NM_004889.3	NP_004880.1	0
00000514	11	ATP5L	transcript variant 2	NR_033759.1	-	0
00000515	11	ATP5L	transcript variant 1	NM_006476.4	NP_006467.4	0
00000516	21	ATP5O	ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit	NM_001697.2	NP_001688.1	0
00000517	14	ATP5S	transcript variant X4	XM_005267538.1	XP_005267595.1	0
00000518	14	ATP5S	transcript variant 4	NR_033761.1	-	0
00000519	14	ATP5S	transcript variant 1	NM_001003803.2	NP_001003803.1	0
00000520	14	ATP5S	transcript variant 2	NM_001003805.2	NP_001003805.1	0
00000521	14	ATP5S	transcript variant 3	NM_015684.3	NP_056499.2	0
00000522	14	ATP5S	transcript variant X2	XM_005267536.1	XP_005267593.1	0
00000523	14	ATP5S	transcript variant X5	XM_005267539.1	XP_005267596.1	0
00000524	14	ATP5S	transcript variant X6	XR_245682.1	-	0
00000525	14	ATP5S	transcript variant X1	XM_005267535.1	XP_005267592.1	0
00000526	14	ATP5S	transcript variant X3	XM_005267537.1	XP_005267594.1	0
00000527	13	ATP7B	transcript variant X8	XM_005266430.1	XP_005266487.1	0
00000528	13	ATP7B	transcript variant X6	XM_005266428.1	XP_005266485.1	0
00000529	13	ATP7B	transcript variant X13	XR_245388.1	-	0
00000530	13	ATP7B	transcript variant 3	NM_001243182.1	NP_001230111.1	0
00000531	13	ATP7B	transcript variant 2	NM_001005918.2	NP_001005918.1	0
00000532	13	ATP7B	transcript variant 1	NM_000053.3	NP_000044.2	0
00000533	13	ATP7B	transcript variant X9	XM_005266431.1	XP_005266488.1	0
00000534	13	ATP7B	transcript variant X2	XM_005266424.1	XP_005266481.1	0
00000535	13	ATP7B	transcript variant X1	XM_005266423.1	XP_005266480.1	0
00000536	13	ATP7B	transcript variant X12	XM_005266434.1	XP_005266491.1	0
00000537	13	ATP7B	transcript variant X11	XM_005266433.1	XP_005266490.1	0
00000538	13	ATP7B	transcript variant X10	XM_005266432.1	XP_005266489.1	0
00000539	13	ATP7B	transcript variant X5	XM_005266427.1	XP_005266484.1	0
00000540	13	ATP7B	transcript variant X3	XM_005266425.1	XP_005266482.1	0
00000541	13	ATP7B	transcript variant X7	XM_005266429.1	XP_005266486.1	0
00000542	13	ATP7B	transcript variant X4	XM_005266426.1	XP_005266483.1	0
00000543	1	ATPAF1	transcript variant 2	NM_001042546.2	NP_001036011.2	0
00000544	1	ATPAF1	transcript variant 1	NM_022745.4	NP_073582.3	0
00000545	1	ATPAF1	transcript variant 3	NM_001243728.1	NP_001230657.1	0
00000546	1	ATPAF1	transcript variant 4	NM_001256418.1	NP_001243347.1	0
00000547	17	ATPAF2	ATP synthase mitochondrial F1 complex assembly factor 2	NM_145691.3	NP_663729.1	19
00000548	17	ATPAF2	transcript variant X1	XM_005256848.1	XP_005256905.1	19
00000549	1	ATPIF1	transcript variant 3	NM_178191.2	NP_835498.1	0
00000550	1	ATPIF1	transcript variant 2	NM_178190.2	NP_835497.1	0
00000551	1	ATPIF1	transcript variant 1	NM_016311.4	NP_057395.1	0
00000552	22	ATXN10	transcript variant 1	NM_013236.3	NP_037368.1	0
00000553	22	ATXN10	transcript variant 2	NM_001167621.1	NP_001161093.1	0
00000554	9	B4GALT1	transcript variant X1	XM_005251440.1	XP_005251497.1	0
00000555	9	B4GALT1	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1	NM_001497.3	NP_001488.2	0
00000556	19	BAX	transcript variant epsilon	NR_027882.1	-	0
00000557	19	BAX	transcript variant alpha	NM_138761.3	NP_620116.1	0
00000558	19	BAX	transcript variant sigma	NM_138764.4	NP_620119.2	0
00000559	19	BAX	transcript variant delta	NM_138763.3	NP_620118.1	0
00000560	19	BAX	transcript variant beta	NM_004324.3	NP_004315.1	0
00000561	19	BCKDHA	transcript variant 1	NM_000709.3	NP_000700.1	0
00000562	19	BCKDHA	transcript variant 2	NM_001164783.1	NP_001158255.1	0
00000563	6	BCKDHB	transcript variant 1	NM_183050.2	NP_898871.1	0
00000564	6	BCKDHB	transcript variant 2	NM_000056.3	NP_000047.1	0
00000565	18	BCL2	transcript variant alpha	NM_000633.2	NP_000624.2	0
00000566	18	BCL2	transcript variant X2	XR_245468.1	-	0
00000567	18	BCL2	transcript variant X1	XM_005266735.1	XP_005266792.1	0
00000568	18	BCL2	transcript variant beta	NM_000657.2	NP_000648.2	0
00000569	7	BRAF	transcript variant X3	XM_005250047.1	XP_005250104.1	0
00000570	7	BRAF	transcript variant X2	XM_005250046.1	XP_005250103.1	0
00000571	7	BRAF	transcript variant X1	XM_005250045.1	XP_005250102.1	0
00000572	7	BRAF	v-raf murine sarcoma viral oncogene homolog B	NM_004333.4	NP_004324.2	0
00000573	7	BRAF	transcript variant X4	XR_242190.1	-	0
00000574	3	BTD	transcript variant X1	XM_005265414.1	-	0
00000575	3	BTD	transcript variant 3	NM_000060.2	NP_000051.1	0
00000576	3	BTD	transcript variant X3	XM_005265416.1	XP_005265473.1	0
00000577	3	BTD	transcript variant X2	XM_005265415.1	XP_005265472.1	0
00000578	3	BTD	transcript variant X4	XM_005265417.1	XP_005265474.1	0
00000579	14	C14orf2	transcript variant 1	NM_004894.2	NP_004885.1	0
00000580	14	C14orf2	transcript variant 2	NM_001127393.1	NP_001120865.1	0
00000581	5	C1QTNF3	transcript variant 1	NM_030945.3	NP_112207.1	0
00000582	5	C1QTNF3	transcript variant 2	NM_181435.5	NP_852100.3	0
00000583	15	CAPN3	transcript variant X3	XM_005254705.1	XP_005254762.1	0
00000584	15	CAPN3	transcript variant X2	XM_005254704.1	XP_005254761.1	0
00000585	15	CAPN3	transcript variant X4	XM_005254706.1	XP_005254763.1	0
00000586	15	CAPN3	transcript variant 1	NM_000070.2	NP_000061.1	0
00000587	15	CAPN3	transcript variant 2	NM_024344.1	NP_077320.1	0
00000588	15	CAPN3	transcript variant 3	NM_173087.1	NP_775110.1	0
00000589	15	CAPN3	transcript variant X1	XM_005254703.1	XP_005254760.1	0
00000590	15	CAPN3	transcript variant 4	NM_173088.1	NP_775111.1	0
00000591	15	CAPN3	transcript variant 6	NM_173090.1	NP_775113.1	0
00000592	15	CAPN3	transcript variant 5	NM_173089.1	NP_775112.1	0
00000593	13	CARS2	cysteinyl-tRNA synthetase 2, mitochondrial (putative)	NM_024537.2	NP_078813.1	65
00000594	2	CASP8	transcript variant A	NM_001228.4	NP_001219.2	0
00000595	2	CASP8	transcript variant F	NM_001080124.1	NP_001073593.1	0
00000596	2	CASP8	transcript variant B	NM_033355.3	NP_203519.1	0
00000597	2	CASP8	transcript variant E	NM_033358.3	NP_203522.1	0
00000598	2	CASP8	transcript variant G	NM_001080125.1	NP_001073594.1	0
00000599	2	CASP8	transcript variant C	NM_033356.3	NP_203520.1	0
00000600	3	CAV3	transcript variant 1	NM_033337.2	NP_203123.1	0
