Symbol	Gene	Chr	Band	Transcripts	Variants	Unique variants	Last updated	Associated with diseases
PROSC	proline synthetase co-transcribed homolog (bacterial)	8	p11.2	2	0	0	N/A	-
PRSS35	"protease, serine, 35"	6	q14.2	2	0	0	N/A	-
PSAP	prosaposin	10	q22.1	1	2	2	25-06-2018	-
PSEN1	presenilin 1	14	q24.3	1	1	1	18-04-2014	-
PSEN2	presenilin 2	1	q42.13	1	1	1	18-04-2014	-
PSMA6	proteasome subunit alpha 6	14	q13	5	0	0	N/A	-
PTCD1	pentatricopeptide repeat domain 1	7	q22.1	1	0	0	N/A	-
PTCD2	pentatricopeptide repeat domain 2	5	q13.2	6	0	0	N/A	-
PTCD3	pentatricopeptide repeat domain 3	2	p11.2	1	0	0	N/A	-
PTGES2	prostaglandin E synthase 2	9	q34.12	3	0	0	N/A	-
PTPMT1	"protein tyrosine phosphatase, mitochondrial 1"	11	p11.2	3	0	0	N/A	-
PTPN4	"protein tyrosine phosphatase, non-receptor type 4"	2	q14.2	5	0	0	N/A	-
PTPRQ	"protein tyrosine phosphatase, receptor type, Q"	12	q21.31	1	0	0	10-12-2013	-
PTRH1	peptidyl-tRNA hydrolase 1 homolog (S. cerevisiae)	9	q34.11	2	0	0	N/A	-
PTRH2	peptidyl-tRNA hydrolase 2	17	q23.2	1	0	0	N/A	-
PTS	6-pyruvoyltetrahydropterin synthase	11	q22.3	1	0	0	N/A	-
PUS1	pseudouridylate synthase 1	12	q24	3	34	30	N/A	MLASA1
PUSL1	pseudouridylate synthase-like 1	1	p36.33	5	0	0	N/A	-
PXMP2	"peroxisomal membrane protein 2, 22kDa"	12	q24	1	0	0	N/A	-
PXMP4	peroxisomal membrane protein 4	20	q11.22	2	0	0	N/A	-
PYCR1	pyrroline-5-carboxylate reductase 1	17	q25.3	9	0	0	N/A	-
PYCR2	pyrroline-5-carboxylate reductase family member 2	1	q42.13	2	0	0	N/A	-
PYURF	PIGY upstream reading frame	4	q22.1	1	0	0	N/A	-
PYY	peptide YY	17	q21.1	1	2	1	26-11-2013	601665
QDPR	quinoid dihydropteridine reductase	4	p15.31	1	5	5	N/A	-
QRSL1	glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1	6	q21	1	4	4	N/A	-
QTRT1	queuine tRNA-ribosyltransferase catalytic subunit 1	19	p13.3	1	0	0	N/A	-
RAB11A	"RAB11A, member RAS oncogene family"	15	q22.31	4	0	0	N/A	-
RAB11B	"RAB11B, member RAS oncogene family"	19	p13.2	1	0	0	N/A	-
RAB11FIP5	RAB11 family interacting protein 5 (class I)	2	p13	1	0	0	N/A	-
RAB1B	"RAB1B, member RAS oncogene family"	11	q13.1	1	0	0	N/A	-
RAB24	"RAB24, member RAS oncogene family"	5	q35.3	2	0	0	N/A	-
RAB32	"RAB32, member RAS oncogene family"	6	q24.2	1	0	0	N/A	-
RAB35	"RAB35, member RAS oncogene family"	12	q24	2	0	0	N/A	-
RAB3D	"RAB3D, member RAS oncogene family"	19	p13.2	1	0	0	N/A	-
RAB4B	"RAB4B, member RAS oncogene family"	19	q13.2	4	0	0	N/A	-
RAB4B-EGLN2	RAB4B-EGLN2 readthrough (NMD candidate)	19	q13.2	1	0	0	N/A	-
RAB8B	"RAB8B, member RAS oncogene family"	15	q22	1	0	0	N/A	-
RARS	arginyl-tRNA synthetase	5	q35.1	1	0	0	N/A	-
RARS2	"arginyl-tRNA synthetase 2, mitochondrial"	6	q16.1	5	21	19	N/A	PCH6
RBFA	ribosome binding factor A (putative)	18	q23	2	0	0	N/A	-
RBM20	RNA binding motif protein 20	10	q25.3	1	7	7	18-04-2014	-
RBPJ	recombination signal binding protein for immunoglobulin kappa J region	4	p15.2	1	13	13	25-06-2018	-
RBPJL	recombination signal binding protein for immunoglobulin kappa J region like	20	q13.12	1	5	5	25-06-2018	-
RCN2	reticulocalbin 2	15	q22.33-q24.1	2	0	0	N/A	-
RD3	retinal degeneration 3	1	q32.3	1	1	1	10-12-2013	-
RDH11	retinol dehydrogenase 11 (all-trans/9-cis/11-cis)	14	q24.1	2	0	0	N/A	-
RDH12	retinol dehydrogenase 12 (all-trans/9-cis/11-cis)	14	q24.1	1	14	14	18-04-2014	-
RDH13	retinol dehydrogenase 13 (all-trans/9-cis)	19	q13.42	5	0	0	N/A	-
RDH14	retinol dehydrogenase 14 (all-trans/9-cis/11-cis)	2	p24.2	1	0	0	N/A	-
RDX	radixin	11	q23	1	0	0	10-12-2013	-
RECQL4	RecQ like helicase 4	8	q24.3	10	0	0	N/A	-
REEP1	receptor accessory protein 1	2	p11.2	4	0	0	N/A	-
RET	ret proto-oncogene	10	q11.2	1	69	68	22-05-2014	-
REXO2	RNA exonuclease 2	11	q23.2	1	0	0	N/A	-
RFK	riboflavin kinase	9	q21.31	1	0	0	N/A	-
RFT1	RFT1 homolog (S. cerevisiae)	3	p21.1	2	0	0	N/A	-
RHOA	ras homolog family member A	3	p21.3	2	0	0	N/A	-
RHOT1	ras homolog family member T1	17	q11.2-q12	3	0	0	N/A	-
RHOT2	ras homolog family member T2	16	p13.3	1	0	0	N/A	-
RILP	Rab interacting lysosomal protein	17	p13.3	1	0	0	N/A	-
RMND1	required for meiotic nuclear division 1 homolog (S. cerevisiae)	6	q25.1	3	16	14	N/A	COXPD11
RMRP	RNA component of mitochondrial RNA processing endoribonuclease	9	p21-p12	1	0	0	N/A	-
RNASEH1	ribonuclease H1	2	p25	3	3	3	N/A	616479
RNASEH2A	"ribonuclease H2, subunit A"	19	p13.13	2	0	0	N/A	-
RNASEH2B	"ribonuclease H2, subunit B"	13	q14.3	2	0	0	N/A	-
RNASEH2C	"ribonuclease H2, subunit C"	11	q13.1	1	0	0	N/A	-
RNASEL	"ribonuclease L (2',5'-oligoisoadenylate synthetase-dependent)"	1	q25	2	0	0	N/A	-
RNF167	ring finger protein 167	17	p13.2	1	1	1	25-06-2018	-
RNMTL1	RNA methyltransferase like 1	17	p13.3	1	0	0	N/A	-
RPE65	retinal pigment epithelium-specific protein 65kDa	1	p31	1	7	7	10-12-2013	-
RPGR	retinitis pigmentosa GTPase regulator	X	p11.4	1	1	1	15-08-2014	-
RPGRIP1	retinitis pigmentosa GTPase regulator interacting protein 1	14	q11.2	1	2	2	10-12-2013	-
RPIA	ribose 5-phosphate isomerase A	2	p11.2	2	0	0	N/A	-
RPL10A	ribosomal protein L10a	6	p21.31	1	0	0	N/A	-
RPL13	ribosomal protein L13	16	q24.3	1	9	9	25-06-2018	-
RPL34	ribosomal protein L34	4	q25	2	0	0	N/A	-
RPL35A	ribosomal protein L35a	3	q29	3	0	0	N/A	-
RPS14	ribosomal protein S14	5	q31-q33	4	0	0	N/A	-
RPS15A	ribosomal protein S15a	16	p12.3	2	0	0	N/A	-
RPS18	ribosomal protein S18	6	p21.3	1	0	0	N/A	-
RPUSD3	RNA pseudouridylate synthase domain containing 3	3	p25.3	3	0	0	N/A	-
RPUSD4	RNA pseudouridylate synthase domain containing 4	11	q24.2	2	0	0	N/A	-
RRM2B	ribonucleotide reductase M2 B (TP53 inducible)	8	q23.1	3	122	108	N/A	"612075, PEOA5"
RSAD1	radical S-adenosyl methionine domain containing 1	17	q21.33	1	0	0	N/A	-
RSRC2	arginine and serine rich coiled-coil 2	12	q24.31	1	1	1	17-06-2019	-
RTN4IP1	reticulon 4 interacting protein 1	6	q21	1	0	0	N/A	-
RYR1	ryanodine receptor 1 (skeletal)	19	q13.1	2	0	0	N/A	-
SAMHD1	SAM domain and HD domain 1	20	q11.23	2	0	0	N/A	-
SAMM50	SAMM50 sorting and assembly machinery component	22	q13.31	1	0	0	N/A	-
SARDH	sarcosine dehydrogenase	9	q33-q34	2	0	0	N/A	-
SARS	seryl-tRNA synthetase	1	p13.3	3	0	0	N/A	-
SARS2	"seryl-tRNA synthetase 2, mitochondrial"	19	q13.2	2	0	0	N/A	-
SCAPER	S-phase cyclin A associated protein in the ER	15	q24.3	1	1	1	16-06-2019	-
SCCPDH	saccharopine dehydrogenase (putative)	1	q44	1	0	0	N/A	-
SCN1A	"sodium channel, voltage-gated, type I, alpha subunit"	2	q24.3	4	12	12	N/A	-
SCN2A	"sodium channel, voltage-gated, type II, alpha subunit"	2	q24.3	1	4	4	18-04-2014	-
SCN5A	"sodium channel, voltage-gated, type V, alpha subunit"	3	p21	1	7	7	18-04-2014	-
SCN8A	"sodium channel, voltage gated, type VIII, alpha subunit"	12	q13.1	1	2	2	18-04-2014	-
SCO1	SCO1 cytochrome c oxidase assembly protein	17	p13.1	1	34	33	N/A	220110
SCO2	SCO2 cytochrome c oxidase assembly protein	22	q13.33	4	90	76	N/A	CEMCOX1
SCP2	sterol carrier protein 2	1	p32	8	0	0	N/A	-
SDC4	syndecan 4	20	q13.12	1	5	5	25-06-2018	-
SDHA	"succinate dehydrogenase complex, subunit A, flavoprotein (Fp)"	5	p15	5	577	568	N/A	"252011, CMD1GG"
SDHAF1	succinate dehydrogenase complex assembly factor 1	19	q13.12	1	10	8	N/A	252011
SDHAF2	succinate dehydrogenase complex assembly factor 2	11	q12.2	2	0	0	N/A	-
SDHB	"succinate dehydrogenase complex, subunit B, iron sulfur (Ip)"	1	p36.1-p35	1	0	0	N/A	-
SDHC	"succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa"	1	q23.3	4	0	0	N/A	-
SDHD	"succinate dehydrogenase complex, subunit D, integral membrane protein"	11	q23	6	6	6	N/A	252011
SDR39U1	short chain dehydrogenase/reductase family 39U member 1	14	q12	7	0	0	N/A	-
SDSL	serine dehydratase-like	12	q24.21	3	0	0	N/A	-
SECISBP2	SECIS binding protein 2	9	q22	13	0	0	N/A	-
SEPSECS	Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase	4	p15.2	1	2	2	18-04-2014	-
SERAC1	serine active site containing 1	6	q25.3	1	19	17	N/A	MEGDEL
SERHL2	serine hydrolase-like 2	22	q13	8	0	0	N/A	-
SERPINB6	"serpin peptidase inhibitor, clade B (ovalbumin), member 6"	6	p25.2	1	0	0	10-12-2013	-
SETD9	SET domain containing 9	5	q11.2	7	0	0	N/A	-
SFXN1	sideroflexin 1	5	q35.3	2	0	0	N/A	-
SFXN2	sideroflexin 2	10	q24.32	4	0	0	N/A	-
SFXN3	sideroflexin 3	10	q24.32	1	0	0	N/A	-
SFXN4	sideroflexin 4	10	q26.11	6	8	5	N/A	615578
SFXN5	sideroflexin 5	2	p13	1	0	0	N/A	-
SGCD	"sarcoglycan, delta (35kDa dystrophin-associated glycoprotein)"	5	q33-q34	6	1	1	N/A	-
SHBG	sex hormone-binding globulin	17	p13.1	1	2	2	15-08-2014	-
SHMT1	serine hydroxymethyltransferase 1 (soluble)	17	p11.2	2	0	0	N/A	-
SHMT2	serine hydroxymethyltransferase 2 (mitochondrial)	12	q12-q14	8	0	0	N/A	-
SIRT3	sirtuin 3	11	p15.5	2	0	0	N/A	-
SIRT4	sirtuin 4	12	q24.31	4	0	0	N/A	-
SIRT5	sirtuin 5	6	p23	7	0	0	N/A	-
SIX1	SIX homeobox 1	14	q23.1	1	0	0	10-12-2013	-
SIX5	SIX homeobox 5	19	q13.32	1	0	0	10-12-2013	-
SLC12A3	"solute carrier family 12 (sodium/chloride transporter), member 3"	16	q13	3	0	0	N/A	-
SLC16A1	"solute carrier family 16 (monocarboxylate transporter), member 1"	1	p12	2	0	0	N/A	-
SLC16A11	solute carrier family 16 member 11	17	p13.2	3	0	0	N/A	-
SLC16A2	"solute carrier family 16, member 2 (thyroid hormone transporter)"	X	q13.2	1	0	0	N/A	-
SLC16A7	solute carrier family 16 member 7	12	q14.1	15	0	0	N/A	-
SLC17A8	"solute carrier family 17 (vesicular glutamate transporter), member 8"	12	q23.1	1	0	0	10-12-2013	-
SLC19A2	"solute carrier family 19 (thiamine transporter), member 2"	1	q23.3	1	0	0	N/A	-
SLC19A3	"solute carrier family 19 (thiamine transporter), member 3"	2	q37	6	0	0	N/A	-
SLC22A4	"solute carrier family 22 (organic cation/zwitterion transporter), member 4"	5	q23.3	1	0	0	N/A	-
SLC22A5	"solute carrier family 22 (organic cation/carnitine transporter), member 5"	5	q23.3	3	394	286	N/A	CDSP
SLC25A1	"solute carrier family 25 (mitochondrial carrier; citrate transporter), member 1"	22	q11	4	12	6	N/A	D2L2AD
SLC25A10	"solute carrier family 25 (mitochondrial carrier; dicarboxylate transporter), member 10"	17	q25.3	3	3	3	N/A	-
SLC25A11	"solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11"	17	p13.3	3	0	0	N/A	-
SLC25A12	"solute carrier family 25 (aspartate/glutamate carrier), member 12"	2	q24	2	41	40	N/A	612949
SLC25A13	"solute carrier family 25 (aspartate/glutamate carrier), member 13"	7	q21.3	3	53	35	N/A	"605814, CTLN2"
SLC25A14	"solute carrier family 25 (mitochondrial carrier, brain), member 14"	X	q24	9	0	0	N/A	-
SLC25A15	solute carrier family 25 (mitochondrial carrier; ornithine transporter) member 15	13	q14	2	99	81	N/A	238970
SLC25A16	"solute carrier family 25 (mitochondrial carrier; Graves disease autoantigen), member 16"	10	q21.3-q22.1	1	0	0	N/A	-
SLC25A17	solute carrier family 25 member 17	22	q13.2	7	0	0	N/A	-
SLC25A18	"solute carrier family 25 (glutamate carrier), member 18"	22	q11.2	8	0	0	N/A	-
SLC25A19	"solute carrier family 25 (mitochondrial thiamine pyrophosphate carrier), member 19"	17	q25.1	3	22	21	N/A	MCPHA
SLC25A2	solute carrier family 25 (mitochondrial carrier; ornithine transporter) member 2	5	q31.3	1	0	0	N/A	-
SLC25A20	"solute carrier family 25 (carnitine/acylcarnitine translocase), member 20"	3	p21.31	1	47	40	N/A	CACTD
SLC25A21	"solute carrier family 25 (mitochondrial oxoadipate carrier), member 21"	14	q13.3	2	0	0	N/A	-
SLC25A22	"solute carrier family 25 (mitochondrial carrier: glutamate), member 22"	11	p15.5	3	18	15	N/A	EIEE3
SLC25A23	"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23"	19	p13.1	3	0	0	N/A	-
SLC25A24	"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 24"	1	p13.2	2	0	0	N/A	-
SLC25A25	"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 25"	9	q34	5	0	0	N/A	-
SLC25A26	"solute carrier family 25 (S-adenosylmethionine carrier), member 26"	3	p14.2	1	4	4	N/A	616794
SLC25A27	"solute carrier family 25, member 27"	6	p12.3	3	0	0	N/A	-
SLC25A28	"solute carrier family 25 (mitochondrial iron transporter), member 28"	10	q24.2	6	0	0	N/A	-
SLC25A29	"solute carrier family 25 (mitochondrial carnitine/acylcarnitine carrier), member 29"	14	q32.2	6	0	0	N/A	-
SLC25A3	"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 3"	12	q23.1	3	23	22	N/A	610773
SLC25A30	"solute carrier family 25, member 30"	13	q14	8	0	0	N/A	-
SLC25A31	"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 31"	4	q28	1	0	0	N/A	-
SLC25A32	"solute carrier family 25 (mitochondrial folate carrier), member 32"	8	q22.3	3	0	0	N/A	-
SLC25A33	"solute carrier family 25 (pyrimidine nucleotide carrier), member 33"	1	p36.22	1	0	0	N/A	-
SLC25A34	"solute carrier family 25, member 34"	1	p36.13	2	0	0	N/A	-
SLC25A35	"solute carrier family 25, member 35"	17	p13.1	9	0	0	N/A	-
SLC25A36	"solute carrier family 25 (pyrimidine nucleotide carrier ), member 36"	3	q23	2	0	0	N/A	-
SLC25A37	"solute carrier family 25 (mitochondrial iron transporter), member 37"	8	p21.2	2	0	0	N/A	-
SLC25A38	"solute carrier family 25, member 38"	3	p22.1	1	0	0	N/A	-
SLC25A39	"solute carrier family 25, member 39"	17	q12	2	0	0	N/A	-
SLC25A4	"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4"	4	q35	1	66	60	N/A	"609283, 617184, MTDPS12"
SLC25A40	"solute carrier family 25, member 40"	7	q21.12	4	0	0	N/A	-
SLC25A41	solute carrier family 25 member 41	19	p13.3	4	0	0	N/A	-
SLC25A42	"solute carrier family 25, member 42"	19	p13.11	4	1	1	N/A	-
SLC25A43	"solute carrier family 25, member 43"	X	q24	1	0	0	N/A	-
SLC25A44	"solute carrier family 25, member 44"	1	q22	3	0	0	N/A	-
SLC25A45	solute carrier family 25 member 45	11	q13.1	16	0	0	N/A	-
SLC25A46	"solute carrier family 25, member 46"	5	q22.1	3	0	0	N/A	-
SLC25A5	"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5"	X	q24	1	0	0	N/A	-
SLC25A53	solute carrier family 25 member 53	X	q22.2	4	0	0	N/A	-
SLC25A6	"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 6"	X	p22.32 and Yp11.3	1	0	0	N/A	-
SLC26A4	"solute carrier family 26 (anion exchanger), member 4"	7	q31	1	0	0	10-12-2013	-
SLC26A4-AS1	SLC26A4 antisense RNA 1	7	q22.3	1	0	0	10-12-2013	-
SLC29A3	"solute carrier family 29 (equilibrative nucleoside transporter), member 3"	10	q22.2	4	0	0	N/A	-
SLC2A1	"solute carrier family 2 (facilitated glucose transporter), member 1"	1	p34.2	1	0	0	N/A	-
SLC2A10	"solute carrier family 2 (facilitated glucose transporter), member 10"	20	q13.12	1	0	0	N/A	-
SLC2A2	"solute carrier family 2 (facilitated glucose transporter), member 2"	3	q26.2-q27	1	6	5	26-11-2013	NIDDM
SLC2A4	"solute carrier family 2 (facilitated glucose transporter), member 4"	17	p13	1	2	1	26-11-2013	NIDDM
SLC30A6	"solute carrier family 30 (zinc transporter), member 6"	2	p22.3	4	0	0	N/A	-
SLC30A8	"solute carrier family 30 (zinc transporter), member 8"	8	q24.11	1	5	4	26-11-2013	NIDDM
SLC30A9	solute carrier family 30 member 9	4	p13	2	0	0	N/A	-
SLC33A1	"solute carrier family 33 (acetyl-CoA transporter), member 1"	3	q25.31	2	0	0	N/A	-
SLC35A1	"solute carrier family 35 (CMP-sialic acid transporter), member A1"	6	q15	7	0	0	N/A	-
SLC35C1	"solute carrier family 35 (GDP-fucose transporter), member C1"	11	p11.2	5	0	0	N/A	-
SLC37A4	"solute carrier family 37 (glucose-6-phosphate transporter), member 4"	11	q23.3	5	381	379	N/A	-
SLC3A1	"solute carrier family 3 (amino acid transporter heavy chain), member 1"	2	p16.3	1	8	8	N/A	-
SLC6A8	"solute carrier family 6 (neurotransmitter transporter), member 8"	X	q28	3	14	13	N/A	-
SLC7A13	"solute carrier family 7 (anionic amino acid transporter), member 13"	8	q21.3	2	0	0	N/A	-
SLC7A9	"solute carrier family 7 (amino acid transporter light chain, bo,+ system), member 9"	19	q13.11	2	10	10	N/A	-
SLC9B1	solute carrier family 9 member B1	4	q24	1	1	1	25-06-2018	-
SLPI	secretory leukocyte peptidase inhibitor	20	q13.12	1	1	1	25-06-2018	-
SMAD9	SMAD family member 9	13	q12-q14	1	1	1	18-04-2014	-
SMARCA4	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4"	19	p13.2	1	1	1	25-06-2018	-
SNAP29	synaptosome associated protein 29kDa	22	q11.21	1	0	0	N/A	-
SND1	staphylococcal nuclease and tudor domain containing 1	7	q31.3	3	0	0	N/A	-
SNPH	syntaphilin	20	p13	3	0	0	N/A	-
SOD1	"superoxide dismutase 1, soluble"	21	q22.11	1	0	0	N/A	-
SOD2	"superoxide dismutase 2, mitochondrial"	6	q25	3	0	0	N/A	-
SOX10	SRY (sex determining region Y)-box 10	22	q13.1	1	0	0	10-12-2013	-
SPAST	spastin	2	p24-p21	3	0	0	N/A	-
SPATA19	spermatogenesis associated 19	11	q25	4	0	0	N/A	-
SPATA20	spermatogenesis associated 20	17	q21.33	3	0	0	N/A	-
SPATA7	spermatogenesis associated 7	14	q31.3	1	8	8	18-04-2014	-
SPG11	spastic paraplegia 11 (autosomal recessive)	15	q13-q15	2	0	0	N/A	-
SPG20	spastic paraplegia 20 (Troyer syndrome)	13	q13.1	4	0	0	N/A	-
SPG7	spastic paraplegia 7 (pure and complicated autosomal recessive)	16	q24.3	3	90	90	N/A	SPG7
SPR	"sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase)"	2	p14-p12	1	0	0	N/A	-
SPRYD4	SPRY domain containing 4	12	q13.3	1	0	0	N/A	-
SPTBN2	"spectrin, beta, non-erythrocytic 2"	11	q13.2	3	0	0	N/A	-
SPTLC2	"serine palmitoyltransferase, long chain base subunit 2"	14	q24.3	1	0	0	N/A	-
SQRDL	sulfide quinone reductase-like (yeast)	15	q21.1	2	0	0	N/A	-
SSBP1	"single-stranded DNA binding protein 1, mitochondrial"	7	q34	6	0	0	N/A	-
ST20-MTHFS	ST20-MTHFS readthrough	15	q25.1	1	0	0	N/A	-
STAR	steroidogenic acute regulatory protein	8	p11.2	3	0	0	N/A	-
STARD7	StAR related lipid transfer domain containing 7	2	p11.1	2	0	0	N/A	-
STOM	stomatin	9	q34.1	5	0	0	N/A	-
STOML1	stomatin like 1	15	q24.1	10	0	0	N/A	-
STOML2	stomatin (EPB72)-like 2	9	p13.1	2	0	0	N/A	-
STX17	syntaxin 17	9	q31.1	6	0	0	N/A	-
STXBP1	syntaxin binding protein 1	9	q34.1	1	5	5	18-04-2014	-
SUCLA2	"succinate-CoA ligase, ADP-forming, beta subunit"	13	q12.2-q13.3	4	50	46	N/A	612073
SUCLG1	"succinate-CoA ligase, alpha subunit"	2	p11.3	1	47	44	N/A	245400
SUCLG2	"succinate-CoA ligase, GDP-forming, beta subunit"	3	p14.3	2	0	0	N/A	-
SUOX	sulfite oxidase	12	q13.13	3	0	0	N/A	-
SUPV3L1	"suppressor of var1, 3-like 1 (S. cerevisiae)"	10	q22.1	2	0	0	N/A	-
SURF1	surfeit 1	9	q33-q34	2	54	51	N/A	220110
SYCE2	synaptonemal complex central element protein 2	19	p13.13	1	3	3	18-04-2014	-
SYNJ2BP	synaptojanin 2 binding protein	14	q24.2	1	0	0	N/A	-
SZT2	seizure threshold 2 homolog (mouse)	1	p34.2	1	3	3	18-04-2014	-
TACO1	translational activator of mitochondrially encoded cytochrome c oxidase I	17	q23.3	1	11	11	N/A	220110
TAP1	"transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)"	6	p21.3	1	0	0	N/A	-
TARS	threonyl-tRNA synthetase	5	p13.2	6	0	0	N/A	-
TARS2	"threonyl-tRNA synthetase 2, mitochondrial (putative)"	1	q21.2	3	5	3	N/A	615918
TAT	tyrosine aminotransferase	16	q22.1	1	0	0	N/A	-
TATDN3	TatD DNase domain containing 3	1	q32.3	5	0	0	N/A	-
TAZ	tafazzin	X	q28	5	403	233	N/A	BTHS
TBC1D24	"TBC1 domain family, member 24"	16	p13.3	1	2	2	18-04-2014	-
TBRG4	transforming growth factor beta regulator 4	7	p13	4	0	0	N/A	-
TBX3	T-box transcription factor 3	12	q24.21	1	1	1	17-06-2019	-
TCAP	titin-cap	17	q12	1	2	2	18-04-2014	-
TCF7L2	"transcription factor 7-like 2 (T-cell specific, HMG-box)"	10	q25.3	1	8	4	15-08-2014	NIDDM
TCHP	trichoplein keratin filament binding	12	q24.11	4	0	0	N/A	-
TCIRG1	"T-cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 subunit A3"	11	q13.2	2	0	0	N/A	-
TDRKH	tudor and KH domain containing	1	q21	8	0	0	N/A	-
TECTA	tectorin alpha	11	q22-q24	1	0	0	10-12-2013	-
TEFM	"transcription elongation factor, mitochondrial"	17	q11.2	2	0	0	N/A	-
TFAM	"transcription factor A, mitochondrial"	10	q21	3	1	1	N/A	617156
TFB1M	"transcription factor B1, mitochondrial"	6	q25.1-q25.3	3	0	0	N/A	-
TFB2M	"transcription factor B2, mitochondrial"	1	q44	1	0	0	N/A	-
THEM4	thioesterase superfamily member 4	1	q21.3	1	0	0	N/A	-
THEM5	thioesterase superfamily member 5	1	q21.3	2	0	0	N/A	-
THG1L	tRNA-histidine guanylyltransferase 1-like (S. cerevisiae)	5	q33.3	2	0	0	N/A	-
THNSL1	threonine synthase like 1	10	p12.31	2	0	0	N/A	-
TIMM10	translocase of inner mitochondrial membrane 10 homolog (yeast)	11	q12.1-q12.3	1	0	0	N/A	-
TIMM13	translocase of inner mitochondrial membrane 13 homolog (yeast)	19	p13.3	1	0	0	N/A	-
TIMM17A	translocase of inner mitochondrial membrane 17 homolog A (yeast)	1	q32.1	1	0	0	N/A	-
TIMM17B	translocase of inner mitochondrial membrane 17 homolog B (yeast)	X	p11.23	4	0	0	N/A	-
TIMM22	translocase of inner mitochondrial membrane 22 homolog (yeast)	17	p13	1	0	0	N/A	-
TIMM23	translocase of inner mitochondrial membrane 23 homolog (yeast)	10	q11.21-q11.23	3	0	0	N/A	-
TIMM44	translocase of inner mitochondrial membrane 44 homolog (yeast)	19	p13.3-p13.2	1	0	0	N/A	-
TIMM50	translocase of inner mitochondrial membrane 50 homolog (S. cerevisiae)	19	q13.2	1	2	2	N/A	-
TIMM8A	translocase of inner mitochondrial membrane 8 homolog A (yeast)	X	q22	3	16	13	N/A	MTS
TIMM8B	translocase of inner mitochondrial membrane 8 homolog B (yeast)	11	q23.1-q23.2	2	0	0	N/A	-
TIMM9	translocase of inner mitochondrial membrane 9 homolog (yeast)	14	q22.3-q24	1	0	0	N/A	-
TIMMDC1	translocase of inner mitochondrial membrane domain containing 1	3	q13.33	1	2	2	25-06-2018	"252010, 618251"
TIMP2	TIMP metallopeptidase inhibitor 2	17	q25	1	1	1	18-04-2014	-
TK2	"thymidine kinase 2, mitochondrial"	16	q22-q23.1	4	125	90	N/A	"617069, MTDPS2"
TKT	transketolase	3	p14.3	6	0	0	N/A	-
TMBIM4	transmembrane BAX inhibitor motif containing 4	12	q14.3	4	0	0	N/A	-
TMC1	transmembrane channel-like 1	9	q21	1	0	0	10-12-2013	-
TMEM11	transmembrane protein 11	17	p11.1	3	0	0	N/A	-
TMEM126A	transmembrane protein 126A	11	q14.1	1	1	1	N/A	-
TMEM126B	transmembrane protein 126B	11	q14.1	5	4	4	N/A	"252010, 618250"
TMEM143	transmembrane protein 143	19	q13.32	4	0	0	N/A	-
TMEM14C	transmembrane protein 14C	6	p24.1	5	0	0	N/A	-
TMEM160	transmembrane protein 160	19	q13.32	1	0	0	N/A	-
TMEM177	transmembrane protein 177	2	q14.2	3	0	0	N/A	-
TMEM205	transmembrane protein 205	19	p13.2	8	0	0	N/A	-
TMEM65	transmembrane protein 65	8	q24.13	1	0	0	N/A	-
TMEM70	transmembrane protein 70	8	q21.11	3	63	61	N/A	614052
TMEM91	transmembrane protein 91	19	q13.2	8	0	0	N/A	-
TMIE	transmembrane inner ear	3	p21	1	0	0	10-12-2013	-
TMLHE	"trimethyllysine hydroxylase, epsilon"	X	q28	4	0	0	N/A	-
TMPO	thymopoietin	12	q22	1	1	1	18-04-2014	-
TMPRSS3	"transmembrane protease, serine 3"	21	q22.3	1	0	0	10-12-2013	-
TMTC1	transmembrane and tetratricopeptide repeat containing 1	12	p11.22	2	0	0	N/A	-
TNNC1	troponin C type 1 (slow)	3	p21.1	1	1	1	18-04-2014	-
TNNI3	troponin I type 3 (cardiac)	19	q13.4	1	6	6	18-04-2014	-
TNNT2	troponin T type 2 (cardiac)	1	q32	2	15	15	18-04-2014	-
TOMM20	translocase of outer mitochondrial membrane 20 homolog (yeast)	1	q42	1	0	0	N/A	-
TOMM22	translocase of outer mitochondrial membrane 22 homolog (yeast)	22	q12-q13	1	0	0	N/A	-
TOMM34	translocase of outer mitochondrial membrane 34	20	q12-q13.1	1	0	0	N/A	-
TOMM40	translocase of outer mitochondrial membrane 40 homolog (yeast)	19	q13	3	0	0	N/A	-
